killerID,killerName,killerSurname,victimID,victimName,victimSurname
2465,Claudio,Longo,4686,Kristien,Post
3832,Wilma,Ledin,0567,Michaela,Korec
2459,Salvatore,Ferri,2379,Mattia,Negri
3248,Ulla,Toivonen,0408,Theresa,Schuster
4274,Karl,Poder,0042,Lena,Frey
2138,Giorgia,Martinelli,2154,Erica,Tyrell
3138,Jussi,Hamalainen,1785,Zacharis,Brunet
3293,Kaarina,Vaananen,1151,Luiza,Puiu
3293,Kaarina,Vaananen,0992,Bozena,Lannister
4622,Eelco,Gerritsen,4979,Christiaan,Arryn
2339,Alessio,Vitali,0181,Elina,Beck
3387,Kalle,Makela,4903,Wies,Kuiper
2184,Davide,Palumbo,1129,Octavian,Corbea
2114,Nicola,Frey,1782,Julien,Gaillard
4708,Huib van der,Arryn,2716,Jan,Marciniak
4708,Huib van der,Arryn,4273,Maarja,Mannik
3892,Joakim,Ohlin,1740,Elisa,Klein
2928,Bartek,Martell,3611,Carl,Ahlgren
2928,Bartek,Martell,1472,Casanda,Ionescu
2928,Bartek,Martell,3142,Eero,Frey
2928,Bartek,Martell,1322,Ozana,Lannister
2928,Bartek,Martell,3817,Carl,Kronberg
0687,Katarina,Puska,1170,Amza,Greyjoy
2763,Grazyna,Wojcik,4601,Kristien de,Vries
2763,Grazyna,Wojcik,2150,Nicole,Lannister
3928,Kajsa,Lundin,2962,Roch,Lannister
2451,Marco,Rinaldi,1557,Edwige,Henry
1397,Ionel,Basescu,2305,Paola,Mariani
1397,Ionel,Basescu,2734,Agnieszka,Tyrell
0357,Anni,Schulze,1192,Eva,Stark
0146,Theo,Weiss,0338,David,Thoma
2506,Wiktoria,Pietrzak,3570,Elvira,Wisell
0374,Katharina,Peters,4563,Peter de,Groot
3289,Aino,Heikkinen,2055,Elisa,Sartori
0014,Jannis,Doring,3943,Ronja,Lannister
4266,Maksim,Sild,4348,Aleksander,Peterson
1385,Romanita,Bolton,0055,Luis,Arryn
1557,Edwige,Henry,3531,Hampus,Hallgren
3219,Mikael,Lannister,0266,Wolfgang,Martell
3219,Mikael,Lannister,1427,Leana,Ornea
3219,Mikael,Lannister,3954,Elsa,Blomberg
3219,Mikael,Lannister,3439,Kim,Hayha
3452,Arttu,Korhonen,4872,Eelco,Kramer
1942,Lea,Hubert,2223,Marta,Marchetti
2916,Marlena,Szczepaniak,2189,Elena,Martell
3915,Edvin,Ohlin,4691,Arjan,Evers
2631,Diana,Wrobel,1776,Chaima,Arryn
2185,Federica,Benedetti,1688,Gregory,Tyrell
4016,Hugo,Jakobson,2887,Makary,Baran
0264,Noel,Wagner,1578,Jules,Prevost
2826,Celina,Lannister,3840,Maja,Johansson
0143,Tim,Tyrell,1309,Nidia,Baratheon
0143,Tim,Tyrell,0482,Nico,Stein
0800,Ruzena,Greyjoy,4780,Lotte,Frey
0800,Ruzena,Greyjoy,1235,Casian,Bolton
3571,Jesper,Lundin,4232,Kristofer,Kozlov
4016,Hugo,Jakobson,1852,Marion,Clement
3207,Urho,Makela,3813,Wilma,Ledin
4422,Robin,Teder,1575,Mehdi,Perrot
4422,Robin,Teder,3842,Anna,Wigren
0406,Valentin,Lannister,0240,Ida,Voigt
0406,Valentin,Lannister,1705,Mateo,Stark
2169,Claudio,Martell,0022,Theo,Lannister
4390,Romet,Raud,0480,Melissa,Kruger
4390,Romet,Raud,4654,Noortje,Verbeek
1214,Sorin,Martell,0505,Alzbeta,Malisek
1091,Gregorian,Chelcea,0349,Mattis,Schumacher
1911,Nicolas,Lannister,4716,Laurens,Mulder
1875,Sarah,Nicolas,2732,Zuzanna,Kaczmarek
1605,Bienvenue,Noel,1360,Ariana,Mihaita
4637,Emiel,Koster,1094,Marin,Stark
3738,Wilma,Ekman,0261,Mia,Otto
3280,Urho,Nurmi,0702,Simona,Krupa
2561,Magda,Baran,2840,Cezary,Wojcik
4569,Imke van der,Meer,2922,Gustaw,Walczak
4920,Eline van de,Tyrell,1147,Atena,Frey
4920,Eline van de,Tyrell,4139,Mia,Peterson
4920,Eline van de,Tyrell,4815,Reinout,Baratheon
4920,Eline van de,Tyrell,2746,Emil,Duda
0956,Berta,Sykora,1143,Stancu,Martell
0956,Berta,Sykora,4906,Carlijn van der,Meulen
0414,Victoria,Winter,4655,Willemijn van,Leeuwen
1966,Maryam,Leveque,2857,Jagoda,Koziol
1054,Alexantra,Lipatti,0569,Anna,Mojzis
0646,Bartolomej,Kozacik,2737,Bogumil,Stark
4709,Femke van der,Martell,1212,Janeta,Parvulescu
3470,Johanna,Uusimaki,3174,Sofia,Makela
2030,Alice,Martell,1226,Mariana,Baratheon
4897,Eefke,Stark,3599,Victoria,Liljegren
4897,Eefke,Stark,3747,Klara,Arryn
4897,Eefke,Stark,1999,Yasmine,Martell
0136,Robin,Hartmann,2566,Jakub,Sobczak
3589,Selma,Zetterberg,4094,Toomas,Antonov
0339,Paul,Baratheon,3238,Maria,Tyrell
0339,Paul,Baratheon,3925,Vendela,Zetterberg
0048,Hannah,Herrmann,3944,Johan,Carlstedt
2847,Hildegarda,Stark,2017,Alberto,Baratheon
2847,Hildegarda,Stark,0146,Theo,Weiss
2847,Hildegarda,Stark,2585,Hugon,Stark
2847,Hildegarda,Stark,1915,Corentin,Dufour
4511,Anna van,Veen,4289,Lenna,Tyrell
0731,Alojz,Adam,3496,Tiina,Baratheon
0731,Alojz,Adam,0616,Ondrej,Rohacek
3649,Kalle,Lundin,2217,Alex,Villa
4631,Emiel van,Veen,3417,Jouni,Tyrell
3779,Ronja,Bagge,2516,Sylwia,Greyjoy
3861,Tilda,Nordin,3367,Maria,Toivonen
0255,Leila,Frey,0413,Franziska,Pfeiffer
0255,Leila,Frey,0340,Johannes,Tyrell
4274,Karl,Poder,4584,Sara van der,Heijden
4739,Lieke van,Leeuwen,1045,Violeta,Brancoveanu
0756,Bohumil,Martell,3814,Carl,Ohlin
3375,Anna,Virtanen,4723,Rik de,Boer
0554,Barbora,Martell,0964,Tatiana,Marecek
0554,Barbora,Martell,3800,Carl,Strand
2642,Iwona,Szulc,3889,Elin,Frey
2642,Iwona,Szulc,4171,Elisabeth,Melnik
4512,Roos,Prins,3887,August,Kjellberg
4669,Sjors de,Baratheon,3931,Joakim,Stark
4669,Sjors de,Baratheon,4070,Darja,Fjodorov
4669,Sjors de,Baratheon,4461,Mirtel,Lannister
4669,Sjors de,Baratheon,4254,Teele,Laur
4669,Sjors de,Baratheon,0210,Maxim,Wagner
4669,Sjors de,Baratheon,3193,Risto,Siren
4669,Sjors de,Baratheon,3111,Oskari,Frey
4669,Sjors de,Baratheon,2999,Seweryn,Bak
4669,Sjors de,Baratheon,3502,Klara,Ohlin
4669,Sjors de,Baratheon,4752,Freek,Lannister
1572,Oceane,Dupuy,1544,Cloe,Louis
0250,Jayden,Bolton,2982,Emilia,Tyrell
0250,Jayden,Bolton,4898,Femke van der,Ven
2732,Zuzanna,Kaczmarek,2376,Eleonora,Vitale
1891,Valentine,Leroux,0973,Nina,Feldek
1489,Viorela,Vanatoru,2512,Helena,Mazur
1168,Theodor,Calinescu,3586,Maja,Wiberg
0659,Roland,Valenta,1987,Anna,Martell
3914,Hannes,Wigren,1248,Ionica,Puturi
3914,Hannes,Wigren,0313,Henry,Herrmann
4485,Oskar,Tyrell,0204,Leni,Baratheon
4485,Oskar,Tyrell,0589,Olga,Michalko
4485,Oskar,Tyrell,1073,Adelaida,Frey
2242,Stefano,Ricci,2757,Artur,Koziol
4933,Roos,Lannister,4754,Noortje de,Haan
4270,Rain,Stark,0376,Nico,Braun
4270,Rain,Stark,1762,Cedric,Tyrell
4270,Rain,Stark,2162,Martina,Lannister
4270,Rain,Stark,2745,Igor,Marciniak
4270,Rain,Stark,3643,Tuva,Lundin
4270,Rain,Stark,2361,Salvatore,Longo
4270,Rain,Stark,0677,Lydia,Ihnacak
4270,Rain,Stark,3460,Lotta,Lahteenmaki
4270,Rain,Stark,1682,Tom,Menard
0584,Oldrich,Petrovicky,4929,Quintin van der,Linden
0683,Zoja,Fabian,1318,Dana,Halippa
4874,Thomas de,Ruiter,1671,Maceo,Rousseau
3469,Hannele,Jokinen,0139,Milena,Lang
3214,Emma,Frey,2831,Jolanta,Kaczmarek
3214,Emma,Frey,4451,Peeter,Vasiliev
3214,Emma,Frey,2535,Grzegorz,Wilk
3214,Emma,Frey,0278,Maximilian,Beck
2974,Igor,Kania,0956,Berta,Sykora
0358,Sophie,Richter,2872,Emil,Wrobel
1068,Ancuta,Stark,4105,Jaak,Poder
1068,Ancuta,Stark,3416,Marjatta,Lannister
1068,Ancuta,Stark,0387,Joshua,Baratheon
2061,Dario,Martell,4918,Rob van de,Velde
1463,Stefania,Lannister,4150,Viktoria,Jakovlev
2544,Wanda,Kubiak,4998,Laura,Kuiper
0554,Barbora,Martell,1649,Louis,Lannister
0554,Barbora,Martell,0868,Patricia,Visnovsky
0554,Barbora,Martell,0222,Emilia,Bolton
0685,Anton,Krupa,3726,Edvin,Johansson
4795,Niek van,Veen,3592,Vendela,Wisell
3470,Johanna,Uusimaki,1713,Nicolas,Targaryen
1958,Julie,Tyrell,1924,Elena,Marie
1958,Julie,Tyrell,2023,Marta,Greco
1268,Iacob,Branzan,0463,Sofia,Lannister
3381,Tapio,Yrjola,4152,Eliise,Kaasik
3381,Tapio,Yrjola,4144,Laura,Poder
3381,Tapio,Yrjola,1091,Gregorian,Chelcea
2793,Zenobia,Wilk,1505,Laura,Lannister
4519,Teun van,Beek,1701,Jeanne,Martin
2295,Gianluca,Cattaneo,0270,Leni,Roth
0488,Nora,Kramer,2477,Gabriele,Basile
0488,Nora,Kramer,4460,Hanna,Orav
0550,Sergej,Korcak,2781,Kamil,Pawlak
1729,Esteban,Berger,1498,Ionel,Buzescu
4633,Geert van der,Velden,3289,Aino,Heikkinen
0468,Dominic,Frey,0007,Jonathan,Lannister
4288,Marili,Tomson,3876,Andreas,Nordin
3511,Elvira,Martell,0337,Jason,Frey
3511,Elvira,Martell,2688,Maryna,Kania
3511,Elvira,Martell,2098,Alice,Rossi
3511,Elvira,Martell,3179,Lasse,Tyrell
1339,Elodia,Bolton,0058,Gunter,Franke
4012,Kristofer,Jurgenson,0978,Alzbeta,Martell
3284,Pirkko,Greyjoy,4602,Paul,Frey
0059,Joel,Heinrich,4791,Maartje,Martell
2926,Konrad,Bak,2934,Michal,Szczepaniak
2613,Anna,Kazmierczak,2466,Luigi,Gatti
3704,Johan,Carlstedt,3587,Henrik,Wigren
0238,Aylin,Greyjoy,3062,Tarja,Jarvinen
0238,Aylin,Greyjoy,0562,Adela,Baratheon
4789,Camiel,Hoekstra,3953,Hampus,Ekman
0360,Nils,Voigt,1076,Bianca,Frey
0360,Nils,Voigt,3804,Wilma,Ledin
3129,Taneli,Westerlund,4392,Eliise,Karu
2003,Noemi,Ricci,0503,Kazimir,Klizan
3198,Johanna,Ihalainen,0079,Ulrich,Rams
1170,Amza,Greyjoy,4036,Liisa,Novikov
1170,Amza,Greyjoy,4347,Joosep,Targaryen
1170,Amza,Greyjoy,0576,Zina,Sokol
2428,Giada,Baratheon,1724,Clotilde,Stark
2428,Giada,Baratheon,3243,Risto,Makela
2428,Giada,Baratheon,1942,Lea,Hubert
2428,Giada,Baratheon,3625,Ronja,Liljegren
2428,Giada,Baratheon,0493,Matteo,Lannister
2428,Giada,Baratheon,1204,Tudosia,Irimescu
3317,Juha,Targaryen,4316,Rain,Martell
3317,Juha,Targaryen,0542,Milada,Mihalik
3317,Juha,Targaryen,1853,Amandine,Baratheon
3317,Juha,Targaryen,0173,Laura,Jung
3317,Juha,Targaryen,1669,Louis,David
3317,Juha,Targaryen,4587,Daan van der,Velden
1338,Tudor,Calota,0494,Samuel,Engel
0748,Sara,Klizan,4673,Hanneke,Veenstra
0676,Urban,Filc,2994,Nina,Kolodziej
0904,Pravoslav,Baratheon,1813,Emile,Greyjoy
0904,Pravoslav,Baratheon,3525,Vendela,Bergman
0904,Pravoslav,Baratheon,3102,Raila,Bolton
0904,Pravoslav,Baratheon,0013,Thomas,Peters
4063,Markus,Lohmus,2235,Paola,Rinaldi
2645,Karol,Szulc,2306,Davide,Baratheon
4572,Boudewijn,Martell,0846,Augustin,Krajcovic
4572,Boudewijn,Martell,1835,Timeo,Prevost
4572,Boudewijn,Martell,1847,Arthur,Antoine
4572,Boudewijn,Martell,0934,Danica,Minac
2337,Nicolo,Moro,4982,Laurens van,Beek
4718,Corien van der,Horst,1956,Remi,Tyrell
4045,Jaanika,Mets,4320,Daniil,Greyjoy
0717,Urban,Tomecek,2271,Jacopo,Morelli
1566,Maryam,Lannister,4603,Tineke de,Martell
1566,Maryam,Lannister,1213,Nicusor,Botescu
1566,Maryam,Lannister,3512,Jesper,Greyjoy
3496,Tiina,Baratheon,2634,Iwo,Lis
3496,Tiina,Baratheon,4893,Saar,Huisman
3496,Tiina,Baratheon,3685,Anton,Tyrell
3147,Marjatta,Niinisto,3835,Frida,Blomberg
0373,Jana,Tyrell,2236,Giovanni,Messina
0373,Jana,Tyrell,3607,Erik,Wiberg
0817,Dionyz,Baratheon,1894,Leonie,Rolland
0817,Dionyz,Baratheon,4413,Elisabeth,Lannister
0817,Dionyz,Baratheon,0479,Leila,Ziegler
0817,Dionyz,Baratheon,3255,Pekka,Heikkinen
0817,Dionyz,Baratheon,1910,Mateo,Marechal
1856,Renaud,Weber,3524,Hampus,Strand
0828,Rene,Martell,1958,Julie,Tyrell
0828,Rene,Martell,4939,Gerard van,Greyjoy
1350,Andreea,Fulga,4592,Wies,Meijer
3887,August,Kjellberg,4821,Huib de,Vries
3043,Olavi,Tyrell,3853,Joakim,Greyjoy
0786,Eugen,Sulc,2565,Jozef,Kazmierczak
3358,Matti,Kosunen,0202,Malte,Schulze
0590,Henrich,Stodola,4183,Hendrik,Bogdanov
1121,Mihnea,Buhus,0711,Martin,Hric
1970,Gabriel,Deschamps,4298,Oliver,Sarapuu
2546,Ludwik,Martell,2416,Lisa,Palazzo
2546,Ludwik,Martell,0241,Jannik,Klein
2073,Paola,Colombo,1778,Lola,Bertrand
4746,Yasmijn van der,Laan,0341,Ulrich,Weber
2793,Zenobia,Wilk,1858,Lana,Greyjoy
1392,Miron,Almas,1840,Noe,Dubois
2971,Dorota,Walczak,1668,Matteo,Lefebvre
0023,Ole,Busch,0521,Medard,Sokol
2489,Claudio,Ferrara,3271,Sanna,Koskinen
1818,Paul,Rolland,0153,Theo,Frank
3493,Olavi,Heikkinen,1824,Malik,Roux
2851,Aneta,Sikora,1974,Kylian,Louis
2525,Robert,Wilk,2194,Anna,Lannister
4326,Ott,Baratheon,3042,Ossi,Greyjoy
1983,Adrian,Laurent,3451,Matti,Virtanen
1289,Cristea,Bercea,4455,Aleksander,Mitt
2013,Enrico,Costa,3371,Juha,Koskinen
2013,Enrico,Costa,0538,Gertruda,Pesko
2593,Cezary,Mazur,0812,Anabela,Stark
4077,Ingrid,Sepp,4729,Ivo,Veenstra
0444,Luisa,Thoma,0627,Lubica,Brusko
3877,Emanuel,Wisell,0212,Selina,Christ
1714,Elouan,Schneider,3329,Veikko,Nurmi
4848,Sieb,Bakker,0991,Laura,Martell
4530,Gerard,Lannister,3739,Jesper,Stark
1226,Mariana,Baratheon,2333,Lorenzo,Damico
1226,Mariana,Baratheon,0100,Lisa,Tyrell
2482,Anna,Coppola,4638,Kees,Smeets
1128,Narcis,Suceveanu,0922,Tomas,Miklik
1152,Sava,Selmaru,3054,Maria,Nurmi
0197,Melina,Albrecht,2815,Elzbieta,Koziol
4066,Daniel,Makarov,1985,Hugo,Rodriguez
0533,Petra,Uram,3178,Mika,Nieminen
0533,Petra,Uram,2344,Sofia,Tyrell
3043,Olavi,Tyrell,2920,Barbara,Wieczorek
3043,Olavi,Tyrell,4718,Corien van der,Horst
0863,Lenka,Lannister,0355,Bruno,Maier
1975,Maryam,Morel,0519,Boris,Hric
2659,Zygmunt,Mazurek,4031,Nora,Puusepp
0439,Julius,Jager,3952,Elvira,Nordin
2804,Barbara,Szewczyk,2176,Nicolo,Fiore
0149,Lilly,Stark,0860,Oliver,Mlynarik
0149,Lilly,Stark,4962,Henk van,Dongen
2441,Valerio,Colombo,1010,Agripina,Tomoioaga
2380,Caterina,Tyrell,3816,August,Bergstrand
2725,Kinga,Szymczak,0248,Julius,Graf
1395,Liliana,Isopescu,2462,Lorenzo,Lannister
4375,Markus,Greyjoy,1766,Manon,Blanc
4375,Markus,Greyjoy,1755,Valentine,Roche
0419,Samira,Martell,3135,Katja,Jarvinen
0419,Samira,Martell,4169,Arina,Martell
0419,Samira,Martell,0646,Bartolomej,Kozacik
2953,Eliza,Arryn,1888,Guillemette,Martell
3751,Elsa,Blomberg,4827,Victor,Bakker
0336,Felix,Bolton,1430,Cazimir,Lipatti
0336,Felix,Bolton,2586,Emilia,Krawczyk
4859,Paulien,Smit,1922,Emilie,Lannister
1595,Nina,Durand,4100,Emma,Parn
3431,Hannele,Uusimaki,0457,Merle,Stark
4787,Gerard de,Haan,2978,Leon,Kania
0318,Lotta,Bauer,2646,Jadwiga,Adamczyk
4087,Jaanika,Lohmus,1886,Arthur,Mallet
0299,Kilian,Schafer,0531,Rastislav,Abraham
0341,Ulrich,Weber,2073,Paola,Colombo
1899,Antoine,Remy,3200,Jyri,Frey
2285,Dario,Tyrell,3369,Mika,Toivonen
2285,Dario,Tyrell,1145,Marilena,Targaryen
4528,Christien,Vink,3282,Vaino,Makela
0055,Luis,Arryn,0258,Helena,Moller
0055,Luis,Arryn,1678,Laura,Roussel
0055,Luis,Arryn,2231,Stefano,Greyjoy
3427,Jyri,Uusimaki,3890,Andreas,Carlstedt
3427,Jyri,Uusimaki,1056,Iulia,Chira
4025,Nikita,Baratheon,3688,Maja,Wisell
4025,Nikita,Baratheon,1346,Anastasia,Frey
0973,Nina,Feldek,0631,Koloman,Rohac
0173,Laura,Jung,2821,Leon,Sobczak
3723,Wilma,Strand,3022,Johanna,Arryn
1037,Cristina,Stark,1617,Robin,Lannister
3572,Gustav,Johansson,3441,Ismo,Siren
3581,Ronja,Baratheon,2808,Monika,Baratheon
3581,Ronja,Baratheon,1107,Arina,Ungheanu
3180,Ville,Korhonen,2876,Sylwia,Wrobel
3117,Risto,Yrjola,0496,Olivia,Kruger
0640,Martina,Pavlikovsky,3020,Tiina,Jarvinen
2672,Monika,Szewczyk,0709,Eugenia,Huska
0671,Ignac,Konrad,3495,Outi,Martell
0671,Ignac,Konrad,1026,Cipriana,Barbu
0671,Ignac,Konrad,3348,Pirkko,Makinen
3730,Frida,Arryn,0820,Miloslav,Stefanovic
2233,Antonio,Vitale,4747,Maartje,Gerritsen
2233,Antonio,Vitale,0430,Levin,Maier
3309,Outi,Stark,1446,Patricia,Antonescu
4852,Carlijn de,Jong,0290,Tim,Moller
2578,Justyna,Wojcik,0123,Dieter,Roth
2332,Anna,Rizzo,1342,Betina,Bodnaras
2299,Alice,Ruggiero,0823,Stanislav,Riso
4631,Emiel van,Veen,1594,Louna,Leveque
3023,Vaino,Yrjola,2707,Malgorzata,Baran
4764,Tineke van der,Meulen,3770,Hannes,Targaryen
2307,Salvatore,Baratheon,2591,Zywislaw,Wilk
3370,Jaakko,Laine,2977,Renata,Wojcik
4081,Lisandra,Baratheon,2750,Katarzyna,Lannister
4081,Lisandra,Baratheon,4935,Stefan,Huisman
4081,Lisandra,Baratheon,0256,Anton,Targaryen
4081,Lisandra,Baratheon,4589,Corien,Bosman
4081,Lisandra,Baratheon,4887,Jaap,Evers
4865,Valentijn van,Loon,0547,Bozidara,Janko
4865,Valentijn van,Loon,3486,Verneri,Nurmi
3455,Juha,Koskinen,0611,Katarina,Tyrell
4607,Geert van den,Berg,0150,Julia,Lehmann
2123,Beatrice,Ferri,0887,Marianna,Majesky
3843,Edvin,Martell,3491,Ismo,Tyrell
3843,Edvin,Martell,2383,Federico,Mazza
0667,Albin,Soltys,0780,Berta,Mikus
2717,Patrycja,Duda,4259,Martin,Ilves
1302,Petrisor,Lannister,4553,Noortje,Smit
3799,Linnea,Skog,2199,Vincenzo,Piras
2315,Alessio,Grassi,4662,Harm,Hoekstra
0948,Stela,Sulc,0446,Leo,Stark
1817,Lilian,Millet,2120,Lucia,Orlando
1554,Jade,Lannister,2662,Andrzej,Martell
0185,Thomas,Werner,3060,Jyri,Mottola
0850,Alfred,Visnovsky,2248,Mattia,Romano
0850,Alfred,Visnovsky,0491,Elena,Martell
0788,Anna,Stastny,4029,Kristiina,Smirnov
1184,Bianca,Niculescu,0016,Rafael,Rams
1211,Nora,Frey,3604,Ebba,Tyrell
1441,Maximilian,Fratila,3321,Emma,Baratheon
3110,Tapio,Stark,3091,Katja,Seppala
3110,Tapio,Stark,0673,Blahoslav,Visnovsky
3110,Tapio,Stark,3409,Vaino,Nieminen
3110,Tapio,Stark,4090,Emma,Mihhailov
1550,Juliette,Lambert,3419,Raila,Jokinen
2685,Patrycja,Koziol,4101,Sofia,Teder
2685,Patrycja,Koziol,1438,Henrieta,Manoila
4321,Marten,Ilves,0078,Tim,Schwarz
2305,Paola,Mariani,1377,Benone,Baratheon
1195,Flora,Schiopu,4468,Artur,Lannister
0844,Ludomil,Lannister,4274,Karl,Poder
3382,Hannele,Vatanen,2182,Anna,Ferraro
4132,Rain,Kozlov,0114,Lisa,Walter
4412,Hanna,Koppel,1421,Aureliana,Turcescu
2699,Cezary,Lannister,2436,Roberto,Bianchi
2699,Cezary,Lannister,2010,Debora,Baratheon
4610,Valentijn,Stark,0311,Emily,Schubert
4610,Valentijn,Stark,2051,Giorgio,Benedetti
4610,Valentijn,Stark,4058,Daniil,Stark
4610,Valentijn,Stark,0935,Lubos,Baratheon
4610,Valentijn,Stark,2602,Amelia,Krupa
4610,Valentijn,Stark,1103,Vladimir,Rusca
4610,Valentijn,Stark,3021,Eero,Korhonen
2646,Jadwiga,Adamczyk,1882,Thomas,Giraud
0853,Nikola,Lannister,3562,Kalle,Wiberg
0853,Nikola,Lannister,3881,Gustav,Bergstrand
2812,Igor,Marciniak,2374,Alessia,Sartori
1247,Corvin,Liiceanu,1875,Sarah,Nicolas
2576,Renata,Bak,2056,Angela,Carbone
4012,Kristofer,Jurgenson,0602,Albin,Risko
3628,Fredrik,Kronberg,0020,Jule,Martell
3864,Klara,Wahlgren,4246,Kirill,Filippov
2247,Eleonora,Serra,2166,Luigi,Lannister
2247,Eleonora,Serra,4463,Markus,Lannister
4116,Viktoria,Laas,2851,Aneta,Sikora
4522,Huib,Smit,4876,Quintin,Bos
3835,Frida,Blomberg,1633,Francoise,Martell
2440,Pietro,Ricci,1931,Davy,Baratheon
2751,Marcin,Szymczak,0639,Denisa,Petruska
0538,Gertruda,Pesko,2041,Cristina,Russo
0876,Urban,Riha,0707,Kristof,Minac
0542,Milada,Mihalik,4337,Teele,Molder
2067,Monica,Neri,0579,Bozena,Filip
4888,Tineke van,Martell,0450,Jason,Kohler
4650,Wies van der,Bolton,4802,Freek van der,Meulen
4650,Wies van der,Bolton,3927,Emanuel,Bergstrand
4650,Wies van der,Bolton,2562,Sylwester,Martell
0423,Bruno,Neumann,2914,Ewa,Martell
1970,Gabriel,Deschamps,4794,Saar van den,Heuvel
4109,Nora,Tamm,0394,Zoe,Bolton
2556,Kacper,Kaczmarek,1126,Ionela,Pascanu
1880,Remi Le,gall,0224,Melina,Friedrichs
2574,Stefan,Lis,1087,Ariadna,Gojdu
4151,Mari-Liis,Baratheon,4185,Artur,Tyrell
4151,Mari-Liis,Baratheon,1743,Yohan,Tyrell
4151,Mari-Liis,Baratheon,4503,Quintin,Dijkstra
4151,Mari-Liis,Baratheon,0917,Slavka,Frey
4151,Mari-Liis,Baratheon,1433,Eugenia,Savin
0160,Nora,Martell,3052,Anna,Korhonen
0160,Nora,Martell,4447,Kirill,Kukk
0160,Nora,Martell,4555,Neeltje,Wolters
0160,Nora,Martell,2011,Stefania,Lannister
1995,Gaspard,Roger,2117,Camilla,Bolton
1995,Gaspard,Roger,2220,Paolo,Ferrari
1995,Gaspard,Roger,0190,Liam,Meyer
4812,Sanne,Bos,3172,Ismo,Tyrell
0435,Alina,Frey,0000,Lara,Lannister
1341,Varvara,Lepadatu,4002,Artur,Nikolaev
1011,Anca,Covaci,4003,Anastasia,Peterson
4270,Rain,Stark,0559,Imrich,Krajcovic
4270,Rain,Stark,2956,Bogumil,Janik
4270,Rain,Stark,1920,Bruno,Gauthier
2886,Stefan,Adamczyk,1832,Mathis,Carlier
3724,Maja,Baratheon,1704,Elouan,Tyrell
3724,Maja,Baratheon,4969,Paul,Verbeek
4134,Maarja,Martell,1391,Olga,Esanu
4134,Maarja,Martell,2984,Nikodem,Pawlak
3271,Sanna,Koskinen,1020,Valentina,Greyjoy
3126,Teo,Martell,3982,Tova,Kjellberg
3126,Teo,Martell,4040,Hugo,Zaitsev
3126,Teo,Martell,1648,Sarah,Rodriguez
3126,Teo,Martell,1396,Arina,Lannister
3126,Teo,Martell,4940,Freek van,Veen
3907,Selma,Lannister,2137,Valerio,Stark
1283,Julieta,Lazareanu,3335,Kim,Toivonen
0024,Fabian,Werner,2505,Monika,Adamczyk
0024,Fabian,Werner,1052,Vasilica,Malutan
0024,Fabian,Werner,1583,Timothee,Delaunay
4052,Ott,Teder,4035,Peeter,Jarv
3769,Andreas,Zetterberg,0889,Tamara,Frey
2026,Jessica,Tyrell,2741,Zuzanna,Kowalczyk
2026,Jessica,Tyrell,3632,Anna,Wiberg
3837,Kalle,Zetterberg,3733,Tuva,Blomberg
1908,Bastien,Bolton,1729,Esteban,Berger
3319,Taneli,Vaananen,4925,Saar de,Lannister
0963,Viktor,Kralik,2190,Michele,Moro
4509,Sanne,Jansen,3204,Paivi,Kivela
4284,Teele,Andreev,1725,Tristan,Prevost
4734,Mark,Lannister,4931,Evert van,Baratheon
4734,Mark,Lannister,3687,Anton,Kjellberg
2988,Zbigniew,Arryn,2264,Valentina,Rossi
2988,Zbigniew,Arryn,1404,Janeta,Martell
2988,Zbigniew,Arryn,2481,Monica,Damico
1086,Sofia,Benga,0119,Magdalena,Huber
2215,Claudia,Lombardo,4323,Hanna,Aleksandrov
2215,Claudia,Lombardo,1547,Chaima,Bonnet
4891,Bas,Maas,2748,Beatrycze,Szulc
2281,Ilaria,Bruno,0017,Paul,Koch
2281,Ilaria,Bruno,2424,Sara,Martell
3512,Jesper,Greyjoy,4495,Hanna,Peterson
3512,Jesper,Greyjoy,4783,Hendrika,Huisman
4312,Maarja,Raudsepp,4922,Maartje,Verbeek
1393,Marioara,Moculescu,0894,Livia,Urblik
3933,Johan,Bergman,0842,Veronika,Stefanik
2015,Greta,Gentile,3861,Tilda,Nordin
2749,Marcin,Szymczak,0215,Christian,Brandt
1059,Dida,Fiscuteanu,1341,Varvara,Lepadatu
1059,Dida,Fiscuteanu,0554,Barbora,Martell
1957,Julie,Paris,4949,Sanne de,Targaryen
3922,August,Frey,1477,Augustin,Edeleanu
1549,Agathe,Legrand,3942,Linnea,Bagge
0468,Dominic,Frey,2025,Sara,Stark
4862,Emma,Smit,1014,Daniela,Chirnoaga
2411,Fabio,Greyjoy,0867,Jana,Vojtek
2453,Simone,Frey,4873,Geert van,Loon
4927,Bas van,Dongen,2167,Federica,Costantino
2307,Salvatore,Baratheon,0366,Sam,Maier
2307,Salvatore,Baratheon,1757,Elsa,Collin
2307,Salvatore,Baratheon,1571,Eloise,Breton
2307,Salvatore,Baratheon,4994,Stefan,Tyrell
2307,Salvatore,Baratheon,0926,Igor,Huska
2307,Salvatore,Baratheon,0304,Anton,Targaryen
1298,Frusina,Frosin,1786,Ethan,Thomas
3299,Kaarina,Uusimaki,4570,Rob de,Vos
2116,Alessio,Silvestri,2864,Konrad,Bak
3467,Kalle,Stark,0069,Magdalena,Tyrell
